Id,Title,Instrument,Total Runs,Total Spots,Total Bases,Total Size,Submitter,Center,Contact,Experiment,Study,Organism,Sample,Library Strategy,Library Source,Library Selection,Library Layout,Bioproject,Biosample,Run Accession,Run Spots,Run Bases,Create Date,Update Date
7465922,"GSM3675177: BTX642 Roots, 35 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,28152516,2843404116,1213650422,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535237,SRP188707,Sorghum bicolor,SRS4501081,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159657,,,,2019/11/21,2019/03/18
7465921,"GSM3675176: BTX642 Roots, 35 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,13289590,1342248590,517248398,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535236,SRP188707,Sorghum bicolor,SRS4501080,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159658,,,,2019/11/21,2019/03/18
7465920,"GSM3675175: BTX642 Roots, 28 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18068877,1824956577,792322876,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535235,SRP188707,Sorghum bicolor,SRS4501079,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159660,,,,2019/11/21,2019/03/18
7465919,"GSM3675174: BTX642 Roots, 28 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24395191,2463914291,1072409282,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535234,SRP188707,Sorghum bicolor,SRS4501078,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159661,,,,2019/11/21,2019/03/18
7465918,"GSM3675173: BTX642 Roots, 28 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24314962,2455811162,1035437503,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535233,SRP188707,Sorghum bicolor,SRS4501077,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159662,,,,2019/11/21,2019/03/18
7465917,"GSM3675172: BTX642 Roots, 21 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22124572,2234581772,1007749846,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535232,SRP188707,Sorghum bicolor,SRS4501076,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159627,,,,2019/11/21,2019/03/18
7465916,"GSM3675171: BTX642 Roots, 21 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21851343,2206985643,906589550,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535231,SRP188707,Sorghum bicolor,SRS4501075,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159628,,,,2019/11/21,2019/03/18
7465915,"GSM3675170: BTX642 Roots, 21 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24517652,2476282852,1069972878,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535230,SRP188707,Sorghum bicolor,SRS4501074,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159629,,,,2019/11/21,2019/03/18
7465873,"GSM3675128: RTX430 Roots, 119 days old, Postflowering drought stress, plot 16; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,25014729,2526487629,1069965636,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535188,SRP188707,Sorghum bicolor,SRS4501032,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159611,,,,2019/11/21,2019/03/18
7465872,"GSM3675127: RTX430 Roots, 119 days old, Postflowering drought stress, plot 3; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,31793628,3211156428,1433015150,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535187,SRP188707,Sorghum bicolor,SRS4501031,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159613,,,,2019/11/21,2019/03/18
7465871,"GSM3675126: RTX430 Roots, 119 days old, Postflowering drought stress, plot 22; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20909358,2111845158,952373445,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535186,SRP188707,Sorghum bicolor,SRS4501030,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159614,,,,2019/11/21,2019/03/18
7465870,"GSM3675125: RTX430 Roots, 112 days old, Postflowering drought stress, plot 22; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,26284388,2654723188,1135277511,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535185,SRP188707,Sorghum bicolor,SRS4501029,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159615,,,,2019/11/21,2019/03/18
7465869,"GSM3675124: RTX430 Roots, 105 days old, Postflowering drought stress, plot 22; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,16757757,1692533457,751929440,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535184,SRP188707,Sorghum bicolor,SRS4501028,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159616,,,,2019/11/21,2019/03/18
7465868,"GSM3675123: RTX430 Roots, 105 days old, Postflowering drought stress, plot 16; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,12546908,1267237708,577064619,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535183,SRP188707,Sorghum bicolor,SRS4501027,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159617,,,,2019/11/21,2019/03/18
7465867,"GSM3675122: RTX430 Roots, 105 days old, Postflowering drought stress, plot 3; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23269392,2350208592,974762745,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535182,SRP188707,Sorghum bicolor,SRS4501026,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159618,,,,2019/11/21,2019/03/18
7465866,"GSM3675121: RTX430 Roots, 98 days old, Postflowering drought stress, plot 22; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20758793,2096638093,888682174,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535181,SRP188707,Sorghum bicolor,SRS4501025,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159619,,,,2019/11/21,2019/03/18
7465865,"GSM3675120: RTX430 Roots, 91 days old, Postflowering drought stress, plot 22; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22965024,2319467424,985328025,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535180,SRP188707,Sorghum bicolor,SRS4501024,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159612,,,,2019/11/21,2019/03/18
7465864,"GSM3675119: RTX430 Roots, 91 days old, Postflowering drought stress, plot 16; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21638101,2185448201,961971605,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535179,SRP188707,Sorghum bicolor,SRS4501022,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159620,,,,2019/11/21,2019/03/18
7465863,"GSM3675118: RTX430 Roots, 91 days old, Postflowering drought stress, plot 3; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,14071904,1421262304,544963770,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535178,SRP188707,Sorghum bicolor,SRS4501020,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159621,,,,2019/11/21,2019/03/18
7465862,"GSM3675117: RTX430 Roots, 84 days old, Postflowering drought stress, plot 22; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,30841869,3115028769,1412659281,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535177,SRP188707,Sorghum bicolor,SRS4501023,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159622,,,,2019/11/21,2019/03/18
7465861,"GSM3675116: RTX430 Roots, 77 days old, Postflowering drought stress, plot 16; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,19952261,2015178361,891107880,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535176,SRP188707,Sorghum bicolor,SRS4501021,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159623,,,,2019/11/21,2019/03/18
7465860,"GSM3675115: RTX430 Roots, 77 days old, Postflowering drought stress, plot 22; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,27754375,2803191875,1148202753,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535175,SRP188707,Sorghum bicolor,SRS4501019,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159624,,,,2019/11/21,2019/03/18
7465859,"GSM3675114: RTX430 Roots, 77 days old, Postflowering drought stress, plot 3; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,29205859,2949791759,1238634861,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535174,SRP188707,Sorghum bicolor,SRS4501018,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159625,,,,2019/11/21,2019/03/18
7465858,"GSM3675113: RTX430 Roots, 70 days old, Postflowering drought stress, plot 16; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21449331,2166382431,967491840,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535173,SRP188707,Sorghum bicolor,SRS4501016,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159626,,,,2019/11/21,2019/03/18
7465857,"GSM3675112: RTX430 Roots, 70 days old, Postflowering drought stress, plot 22; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,28451268,2873578068,1234826395,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535172,SRP188707,Sorghum bicolor,SRS4501017,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159663,,,,2019/11/21,2019/03/18
7465856,"GSM3675111: RTX430 Roots, 70 days old, Postflowering drought stress, plot 3; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24855496,2510405096,1049708644,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535171,SRP188707,Sorghum bicolor,SRS4501015,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159664,,,,2019/11/21,2019/03/18
7465855,"GSM3675110: RTX430 Roots, 63 days old, Postflowering drought stress, plot 16; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20402037,2060605737,914976396,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535170,SRP188707,Sorghum bicolor,SRS4501014,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159665,,,,2019/11/21,2019/03/18
7465854,"GSM3675109: RTX430 Roots, 63 days old, Postflowering drought stress, plot 22; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,26428773,2669306073,1109170072,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535169,SRP188707,Sorghum bicolor,SRS4501013,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159666,,,,2019/11/21,2019/03/18
7465853,"GSM3675108: RTX430 Roots, 63 days old, Postflowering drought stress, plot 3; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20406175,2061023675,1263606390,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535168,SRP188707,Sorghum bicolor,SRS4501012,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159667,,,,2019/11/21,2019/03/18
7465852,"GSM3675107: RTX430 Roots, 119 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,25799882,2605788082,1078258692,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535167,SRP188707,Sorghum bicolor,SRS4501011,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159668,,,,2019/11/21,2019/03/18
7465851,"GSM3675106: RTX430 Roots, 119 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20360050,2056365050,930479760,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535166,SRP188707,Sorghum bicolor,SRS4501010,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159669,,,,2019/11/21,2019/03/18
7465850,"GSM3675105: RTX430 Roots, 119 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20586091,2079195191,947269141,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535165,SRP188707,Sorghum bicolor,SRS4501009,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159670,,,,2019/11/21,2019/03/18
7465849,"GSM3675104: RTX430 Roots, 112 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,26256256,2651881856,1101093395,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535164,SRP188707,Sorghum bicolor,SRS4501008,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159671,,,,2019/11/21,2019/03/18
7465848,"GSM3675103: RTX430 Roots, 105 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,7081847,715266547,294964395,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535163,SRP188707,Sorghum bicolor,SRS4501007,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159672,,,,2019/11/21,2019/03/18
7465847,"GSM3675102: RTX430 Roots, 105 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24532178,2477749978,1020107473,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535162,SRP188707,Sorghum bicolor,SRS4501006,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159673,,,,2019/11/21,2019/03/18
7465846,"GSM3675101: RTX430 Roots, 98 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24963449,2521308349,1055248016,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535161,SRP188707,Sorghum bicolor,SRS4501005,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159674,,,,2019/11/21,2019/03/18
7465845,"GSM3675100: RTX430 Roots, 91 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,16855190,1702374190,762970741,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535160,SRP188707,Sorghum bicolor,SRS4501004,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159676,,,,2019/11/21,2019/03/18
7465844,"GSM3675099: RTX430 Roots, 91 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21920242,2213944442,1001417213,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535159,SRP188707,Sorghum bicolor,SRS4501003,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159678,,,,2019/11/21,2019/03/18
7465843,"GSM3675098: RTX430 Roots, 91 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22342458,2256588258,982514716,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535158,SRP188707,Sorghum bicolor,SRS4501001,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159679,,,,2019/11/21,2019/03/18
7465842,"GSM3675097: RTX430 Roots, 84 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,31774050,3209179050,1438601713,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535157,SRP188707,Sorghum bicolor,SRS4501002,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159631,,,,2019/11/21,2019/03/18
7465841,"GSM3675096: RTX430 Roots, 84 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2000,1,24933339,7529868378,3648493024,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535156,SRP188707,Sorghum bicolor,SRS4501000,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA527782,SAMN11159632,,,,2019/11/21,2019/03/18
7465840,"GSM3675095: RTX430 Roots, 84 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,29031009,2932131909,1276544837,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535155,SRP188707,Sorghum bicolor,SRS4500999,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159633,,,,2019/11/21,2019/03/18
7465839,"GSM3675094: RTX430 Roots, 77 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18831499,1901981399,855690592,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535154,SRP188707,Sorghum bicolor,SRS4500998,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159634,,,,2019/11/21,2019/03/18
7465838,"GSM3675093: RTX430 Roots, 77 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,27810779,2808888679,1165655927,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535153,SRP188707,Sorghum bicolor,SRS4500997,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159635,,,,2019/11/21,2019/03/18
7465837,"GSM3675092: RTX430 Roots, 77 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,27004542,2727458742,1143503554,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535152,SRP188707,Sorghum bicolor,SRS4500996,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159636,,,,2019/11/21,2019/03/18
7465836,"GSM3675091: RTX430 Roots, 70 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20641795,2084821295,937443559,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535151,SRP188707,Sorghum bicolor,SRS4500994,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159637,,,,2019/11/21,2019/03/18
7465835,"GSM3675090: RTX430 Roots, 70 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24957478,2520705278,1087965015,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535150,SRP188707,Sorghum bicolor,SRS4500995,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159638,,,,2019/11/21,2019/03/18
7465834,"GSM3675089: RTX430 Roots, 70 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,27662602,2793922802,1175285369,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535149,SRP188707,Sorghum bicolor,SRS4500993,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159639,,,,2019/11/21,2019/03/18
7465833,"GSM3675088: RTX430 Roots, 63 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18703820,1889085820,855668079,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535148,SRP188707,Sorghum bicolor,SRS4500992,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159640,,,,2019/11/21,2019/03/18
7465832,"GSM3675087: RTX430 Roots, 63 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24604108,2485014908,1066135077,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535147,SRP188707,Sorghum bicolor,SRS4500991,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159641,,,,2019/11/21,2019/03/18
7465831,"GSM3675086: RTX430 Roots, 63 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24798300,2504628300,1063830605,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535146,SRP188707,Sorghum bicolor,SRS4500990,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159642,,,,2019/11/21,2019/03/18
7465830,"GSM3675085: RTX430 Roots, 56 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23208484,2344056884,1041020948,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535145,SRP188707,Sorghum bicolor,SRS4500989,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159643,,,,2019/11/21,2019/03/18
7465829,"GSM3675084: RTX430 Roots, 56 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,32460448,3278505248,1350341682,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535144,SRP188707,Sorghum bicolor,SRS4500988,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159644,,,,2019/11/21,2019/03/18
7465828,"GSM3675083: RTX430 Roots, 56 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,28883139,2917197039,1225163162,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535143,SRP188707,Sorghum bicolor,SRS4500987,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159645,,,,2019/11/21,2019/03/18
7465827,"GSM3675082: RTX430 Roots, 49 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20878090,2108687090,875168315,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535142,SRP188707,Sorghum bicolor,SRS4500986,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159554,,,,2019/11/21,2019/03/18
7465826,"GSM3675081: RTX430 Roots, 42 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18759811,1894740911,853421310,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535141,SRP188707,Sorghum bicolor,SRS4500985,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159555,,,,2019/11/21,2019/03/18
7465825,"GSM3675080: RTX430 Roots, 42 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,16623496,1678973096,625738706,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535140,SRP188707,Sorghum bicolor,SRS4500984,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159556,,,,2019/11/21,2019/03/18
7465824,"GSM3675079: RTX430 Roots, 42 days old, Preflowering drought stress, plot 13; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,14849102,1499759302,573891764,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535139,SRP188707,Sorghum bicolor,SRS4500983,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159557,,,,2019/11/21,2019/03/18
7465823,"GSM3675078: RTX430 Roots, 35 days old, Preflowering drought stress, plot 5; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18570206,1875590806,808019962,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535138,SRP188707,Sorghum bicolor,SRS4500982,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159559,,,,2019/11/21,2019/03/18
7465822,"GSM3675077: RTX430 Roots, 35 days old, Preflowering drought stress, plot 18; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,31495320,3181027320,1372763467,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535137,SRP188707,Sorghum bicolor,SRS4500981,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159560,,,,2019/11/21,2019/03/18
